"","Name","Size","Sector","Country","Country Status","Region","Date Added","Title","Publication Year","Type","Report Pdf Address","Report Html Address","Adherence Level","Status","Application Level","Sector Supplements (Final)","GRI Content Index URL","Integrated","Organization type","Listed/Non-listed","OECD","UNGC","CDP","IFC","ISO","External Assurance","Type of Assurance Provider","Assurance Provider","Stakeholder Panel/ Expert Opinion","Assurance Scope","Level of Assurance","Assurance Standard: AA1000 AS","Assurance Stanadard: ISAE3000","Assurance Standard: national (general)","Assurance Standard: national (sustainability)","Materiality Matters Check","GRI Service","Featured Report?","OS","GOLD Community","SDGs"
"590","American Airlines","Large","Aviation","United States of America","OECD","Northern America","29-9-2016","2015 Corporate Social Responsibility Report",2016,"GRI - G4","http://c.hub.aa.com/american-facts/CRR-Report-2016.pdf",NA,"Undeclared",NA,NA,"Not Used",NA,"No","Private company","Listed","No","No","No","No","Yes","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"591","Asiana Airlines","Large","Aviation","Korea, Republic of","OECD","Asia","16-2-2017","ASIANA AIRLINES SUSTAINABILITY REPORT 2016",2016,"GRI - G4",NA,"http://flyasiana.com/CW/ko/investorRelation/sustainabilityReport.do#none","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","Yes","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Limited/ Moderate","Yes","No","No","No",NA,NA,"No",NA,"No","No"
"592","ASUR","MNE","Aviation","Mexico","DAC-UMICT","Latin America & the Caribbean","8-6-2016","Informe de Sostenibilidad 2015",2016,"GRI - G4","http://www.asur.com.mx/assets/files/es/inversionistas/informacion-financiera/sostenibilidad/Informe%20Anual%20de%20Sostenibilidad%20ASUR%202015.pdf",NA,"In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"593","Athens International Airport S.A.","Large","Aviation","Greece","OECD","Europe","7-2-2017","Corporate Responsibility Report 2015",2016,"GRI - G4","https://www.aia.gr/ebooks/CSR/2015/EN/files/downloads/Corporate_Responsibility_Report_2015_ENG.pdf","https://www.aia.gr/ebooks/CSR/2015/EN/index.html","In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","Yes","Accountant","Ernst & Young","No","Specified section(s)","Limited/ Moderate","Yes","Yes","No","No",NA,NA,"No",NA,"No","Yes"
"594","ATNS","SME","Aviation","South Africa","DAC-UMICT","Africa","12-12-2017","SUSTAINABILITY REPORT 2016",2016,"GRI - G4","https://www.atns.com/PDF/Performance/Annual%20Reports/2016/ATNS%20Sustainability%20Report_2016.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","State-owned company","Non-listed","Yes","Yes","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","Yes"
"595","Avianca Holdings S.A.","Large","Aviation","Colombia","DAC-UMICT","Latin America & the Caribbean","19-3-2017","Informe de Responsabilidad Social & Sostenibilidad 2015",2016,"GRI - G4","http://www.avianca.com/es/Documents/informe-sosteniblidad-social-2015.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","Yes","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,"Materiality Disclosures Service","No",NA,"No","No"
"596","Aviation Industry Corporation of China (AVIC)","Large","Aviation","Mainland China","DAC-UMICT","Asia","12-7-2016","2015 Social Responsibility Report",2016,"GRI - G4","http://www.avic.com.cn/images/shzrbg2015.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","Yes","Entire sustainability report","Not specified","No","No","Yes","Yes",NA,NA,"No",NA,"No","No"
"597","AVIC AVIATION ENGINE","Large","Aviation","Mainland China","DAC-UMICT","Asia","2-1-2017","Social Responsibility Report 2015",2016,"Non - GRI","http://pdf.dfcfw.com/pdf/H2_AN201604210014471928_01.pdf","http://pdf.dfcfw.com/pdf/H2_AN201604210014471928_01.pdf",NA,NA,NA,NA,NA,NA,"State-owned company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"598","AVINOR","Large","Aviation","Norway","OECD","Europe","11-5-2016","Avinor Annual and CSR Report 2015",2016,"GRI - G4","https://avinor.no/globalassets/_konsern/om-oss/rapporter/en/avinor-annual-report-2015.pdf","https://avinor.no/en/corporate/community-and-environment/corporate-social-responsibility/","In accordance - Core",NA,NA,"Airport Operators",NA,"Yes","State-owned company","Listed","Yes","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"599","BAA Gatwick","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","25-9-2016","Decade of Change 2015",2016,"Non - GRI","http://www.gatwickairport.com/globalassets/publicationfiles/business_and_community/all_public_publications/corporate_responsibility/DOC15_fullreport.pdf","http://www.gatwickairport.com/business-community/about-gatwick/corporate-responsibility/corporate-responsibility-reports/",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"600","BAA Scotland","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","12-1-2017","2016 Corporate Responsibility Report",2016,"Non - GRI","https://s3-eu-west-1.amazonaws.com/edinburghairport/files/2016/09/20160926_CRR_2016.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"601","BAA Stansted","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","16-1-2017","2015-16 Corporate Social Responsibility Report",2016,"Non - GRI","http://mag-umbraco-media-live.s3.amazonaws.com/4426596/stansted-csr-report-2015-16.pdf",NA,NA,NA,NA,NA,NA,"No","Subsidiary","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"602","Boeing","MNE","Aviation","United States of America","OECD","Northern America","15-1-2017","2016 Environment Report",2016,"Non - GRI","http://www.boeing.com/resources/boeingdotcom/principles/environment/pdf/2016_environment_report.pdf","http://www.boeing.com/principles/environment/report.page",NA,NA,NA,NA,NA,"No","Private company","Listed","No","No","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"603","Brisbane Airport Corporation","SME","Aviation","Australia","OECD","Oceania","3-11-2016","Brisbane Airport Corporation Annual Sustainability Report Financial Year 2016",2016,"GRI - G4","http://www.bne.com.au/sites/all/files/content/files/BAC%20Sustainability%20Report%20FY2016.pdf",NA,"In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"604","Brussels Airport","Large","Aviation","Belgium","OECD","Europe","25-1-2017","Environmental Report 2016",2016,"Non - GRI",NA,"http://www.brusselsairport.be/nl/env/year_report/",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"605","CAE","Large","Aviation","Canada","OECD","Northern America","18-4-2017","Activity Report 2016",2016,"Citing-GRI","http://caeactivityreport.com/pdf/EN_2016AR.pdf",NA,NA,NA,NA,NA,NA,"Yes","Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"606","Cargolux Airlines International","Large","Aviation","Luxembourg","OECD","Europe","7-7-2017","Annual Report 2015",2016,"GRI - G4","https://www.unglobalcompact.org/system/attachments/cop_2016/282791/original/CARGOLUX_AR2015_Final.pdf","https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/235411","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","No","Yes","Accountant","Ernst & Young","No","Entire sustainability report","Limited/ Moderate","No","Yes","No","No",NA,NA,"No",NA,"No","No"
"607","Cathay Pacific Airways","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","27-9-2016","Sustainable Development Report 2015 - Together for Tomorrow",2016,"GRI - G4","http://downloads.cathaypacific.com/cx/aboutus/sd/2015/wp-content/themes/cathay/assets/pdf/CX_SDR2015_main_text.pdf","http://www.cathaypacific.com/sdreport","In accordance - Core",NA,NA,"Not Applicable","http://downloads.cathaypacific.com/cx/aboutus/sd/2015/wp-content/themes/cathay/assets/pdf/CX_SDR2015_I_GRI.pdf","No","Private company","Listed","No","No","Yes","No","No","Yes","Accountant","PricewaterhouseCoopers","No","GHG only","Limited/ Moderate","No","No","No","No",NA,"Materiality Disclosures Service","No",NA,"No","No"
"608","?eský Aeroholding","Large","Aviation","Czech Republic","OECD","Europe","20-4-2017","Profil skupiny ?eský aeroholding a zpráva o spole?enské odpov?dnosti 2015",2016,"Non - GRI",NA,"http://www.prg.aero/Files/o-letisti/profil-a-csr-zprava-skupiny-cesky-aeroholding-2015/",NA,NA,NA,NA,NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"609","China Aerospace Science and Technology Corporation","Large","Aviation","Mainland China","DAC-UMICT","Asia","8-1-2017","Social Responsibility Report 2015",2016,"Citing-GRI",NA,NA,NA,NA,NA,NA,NA,NA,"State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"610","China Airlines (CAL)","MNE","Aviation","Taiwan","Non-OECD / Non-DAC","Asia","29-9-2016","Corporate Sustainanble Report",2016,"GRI - G4","http://www.china-airlines.com/ch/csr/download/2015-CSR.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","Yes","Yes","Yes","No","Yes","Yes","Small consultancy/ boutique firm","SGS","Yes","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,"No",NA,"No","No"
"611","China Eastern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","10-6-2016","China Eastern Airlines Corporate Social Responsibility Report 2015",2016,"GRI - G4","http://en.ceair.com/upload/2016/5/20150510en.pdf","http://en.ceair.com/about/shzr/index.html","In accordance - Core",NA,NA,"Not Used",NA,"No","State-owned company","Listed","No","No","No","No","Yes","Yes","Engineering firm","Other","No","Not specified","Not specified","Yes","No","No","No",NA,"Materiality Disclosures Service","No",NA,"No","No"
"612","China Southern","MNE","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","28-6-2016","2015 CSR Report",2016,"Citing-GRI","http://www.csair.com/en/about/touzizheguanxiz/qitabaogao/2016/resource/f78d4cc566c3d90fb988223c7a4c22e3.pdf",NA,NA,NA,NA,NA,NA,"No","State-owned company","Listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Bureau Veritas","No","Not specified","Not specified","No","No","No","No",NA,NA,"No",NA,"No","No"
"613","China Southern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","7-3-2017","2015 China Southern Airlines Co. Ltd CSR Report",2016,"GRI - G4","http://www.csair.com/en/about/shehuizerenbaogao/resource/86e4a497ab6f2bba5270df1d7e55b767.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","State-owned company","Listed","No","No","No","No","No","Yes","Engineering firm","Bureau Veritas","No","Entire sustainability report","Reasonable/ High","No","No","No","No",NA,"Materiality Disclosures Service","No",NA,"No","No"
"614","Comair","Large","Aviation","South Africa","DAC-UMICT","Africa","30-4-2017","Integrated Annual Report 2016",2016,"Citing-GRI","http://www.comair.co.za/Media/Comair/files/2016/Annual-Report-2016.pdf","http://www.comair.co.za/investor-relations/annual-results",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"615","Dallas/Fort Worth International Airport","Large","Aviation","United States of America","OECD","Northern America","19-6-2017","2016 Sustainability Report",2016,"Citing-GRI","https://www.dfwairport.com/cs/groups/webcontent/documents/webasset/p2_117952.pdf","https://www.dfwairport.com/sustainability/index.php",NA,NA,NA,NA,NA,NA,"Public institution","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"616","Dassault Aviation","Large","Aviation","France","OECD","Europe","22-3-2017","2015 Annual Report",2016,"Citing-GRI","http://www.dassault-aviation.com/wp-content/blogs.dir/2/files/2016/04/DASSAULT_RA_VA_7-04-16.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"617","Delta Air Lines","Large","Aviation","United States of America","OECD","Northern America","2-11-2016","2015 Corporate Responsibility Report",2016,"GRI - G4","http://www.delta.com/content/dam/delta-www/about-delta/corporate-responsibility/2015DeltaAirLines_CorporateResponsibilityReport.pdf","http://www.delta.com/content/www/en_US/about-delta/corporate-responsibility/responsibility.html","In accordance - Comprehensive",NA,NA,"Airport Operators",NA,"Yes","Private company","Listed","No","No","Yes","No","No","Yes","Small consultancy/ boutique firm","Other","No","Specified section(s)","Reasonable/ High","No","No","No","No",NA,NA,"No",NA,"No","No"
"618","Dortmund Airport","Large","Aviation","Germany","OECD","Europe","15-3-2018","Nachhaltigkeitserklärung 2015",2016,"Non - GRI","https://cdn0.scrvt.com/airportdtm/8e3102451bc9b179/5757fe3c2c7b/Dortmund-Airport-Nachhaltigkeitserklaerung-2015.pdf","https://www.dortmund-airport.de/nachhaltigkeit/ziele-und-massnahmen",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"619","Easyjet","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","9-1-2018","Annual Report 2016",2016,"Non - GRI","http://corporate.easyjet.com/~/media/Files/E/Easyjet/pdf/investors/result-center-investor/annual-report-2016.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"620","Edmonton International Airport","Large","Aviation","Canada","OECD","Northern America","13-7-2016","Sustainability Report 2015",2016,"GRI - G4","http://flyeia.com/sites/default/files/files/reports_and_publications/eia-sustainabilityreport-web.pdf","http://corporate.flyeia.com/about-eia/reports-and-publications/sustainability-reports","In accordance - Core",NA,NA,"Airport Operators","http://flyeia.com/sites/default/files/files/reports_and_publications/eia-sustainabilityreport-2015_final.pdf","No","Non-profit organization","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"621","El Al","Large","Aviation","Israel","OECD","Asia","5-12-2016","2014-2015 Corporate Responsibility Report",2016,"GRI - G4","http://www.elal.com/SiteCollectionDocuments/About-ELAL/LY160801_CSR2015_4Web.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"622","Embraer","MNE","Aviation","Brazil","DAC-UMICT","Latin America & the Caribbean","8-3-2017","Annual Report 2015",2016,"GRI - G4",NA,"http://www.embraer.com.br/Annualreport2015","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","Yes","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"623","Etihad Airways","Large","Aviation","United Arab Emirates","Non-OECD / Non-DAC","Asia","11-8-2016","CSR Progress Report",2016,"Non - GRI",NA,"http://resources.etihadairways.com/etihadairways/images/E_Book/CSR_Report2015_English.html#28",NA,NA,NA,NA,NA,NA,"State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"624","Eva Air","MNE","Aviation","Taiwan","Non-OECD / Non-DAC","Asia","5-9-2016","2015 EVA AIR Corporate Social Responsibility Report",2016,"GRI - G4","http://csr.evaair.com/resources/zh-tw/download/EVA_CSR_2015.pdf",NA,"In accordance - Core",NA,NA,"Not Used",NA,"No","Private company","Listed","No","No","No","No","No","Yes","Engineering firm","Bureau Veritas","Yes","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,"No",NA,"No","No"
"625","FACC","Large","Aviation","Austria","OECD","Europe","10-11-2016","GESCHÄFTSBERICHT 2015/16",2016,"Non - GRI",NA,"http://www.facc.com/Investor-Relations/Berichte",NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"626","FAI rent a-jet","SME","Aviation","Germany","OECD","Europe","22-8-2016","Sustainability Report 2016",2016,"GRI - G4","http://rent-a-jet.de/perch/resources/news/faisustainability-report-2016annual-communication-on-progress-for-2015.pdf",NA,"In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"627","Figeac Aero","MNE","Aviation","France","OECD","Europe","12-6-2017","Rapport Financier Annual au 31 Mars 2016",2016,"Non - GRI","http://www.figeac-aero.com/sites/default/files/160801_figeac-rapport-annuel-mars-2016-def.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"628","Finavia","Large","Aviation","Finland","OECD","Europe","23-5-2016","Annual Report 2015",2016,"GRI - G4",NA,"http://vuosikertomus.finavia.fi/en/","In accordance - Core",NA,NA,"Not Used","http://vuosikertomus.finavia.fi/en/2015/responsibility/sustainability-reporting/gri-content-index/","No","State-owned company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","Yes","Entire sustainability report","Limited/ Moderate","No","No","No","No",NA,NA,"No",NA,"No","No"
"629","Finnair","Large","Aviation","Finland","OECD","Europe","23-5-2016","Annual Report 2015",2016,"GRI - G4","http://www.finnairgroup.com/linked/en/konserni/Finnair_AnnualReport_2015_EN.pdf",NA,"In accordance - Core",NA,NA,"Not Used","http://www.finnairgroup.com/linked/en/konserni/Finnair_GRI_data_2015.pdf","No","State-owned company","Listed","No","Yes","Yes","No","No","No",NA,NA,"Yes",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","Yes"
"630","Flughafen Stuttgart","Large","Aviation","Germany","OECD","Europe","6-7-2016","Nachhaltigkeitsbericht 2015",2016,"GRI - G4","http://www.flughafen-stuttgart.de/media/686888/NHB_FSG_2015_Webansicht.pdf",NA,"In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,"Materiality Disclosures Service","No",NA,"No","No"
"631","Flughafen Zürich","Large","Aviation","Switzerland","OECD","Europe","22-1-2017","GESCHÄFTSBERICHT DER FLUGHAFEN ZÜRICH AG 2015",2016,"Non - GRI","https://www.flughafen-zuerich.ch/~/media/flughafenzh/dokumente/das_unternehmen/investor_relations/fhzag_gb_2015_de_komplett.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"632","Fraport AG","Large","Aviation","Germany","OECD","Europe","18-7-2016","2015 Compact - Gute Reise! We make it happen",2016,"GRI - G4","http://www.fraport.com/content/fraport/en/misc/binaer/responsibility/stakeholder-dialog/sustainability-reports/compact-2015/jcr:content.file/2015-compact.pdf","https://www.etracker.de/rdirect.php?et=hnsddV&et_cid=171&et_lid=191","In accordance - Core",NA,NA,"Airport Operators","http://www.fraport.com/content/fraport/en/misc/binaer/responsibility/stakeholder-dialog/sustainability-reports/gri-report-20150/jcr:content.file/gri-report-2015.pdf","No","Private company","Listed","No","Yes","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"633","Garuda Indonesia","MNE","Aviation","Indonesia","DAC-LMICT","Asia","15-2-2018","2015 Sustainability Report",2016,"GRI - G4","https://www.garuda-indonesia.com/files/pdf/investor-relations/annual-sustainability-report/SR2015_webversion.pdf",NA,"In accordance - Core",NA,NA,"Airport Operators",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"634","HAESL (Hong Kong Aero Engines Services Limited)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","6-6-2017","Sustainable Development Report 2015",2016,"GRI - G4","http://www.haesl.com/pdf/en/2015-sd-report-en.pdf","http://www.haesl.com/eng/sustainable_development.asp","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Reasonable/ High","No","Yes","No","No",NA,NA,"No",NA,"No","No"
"635","Hainan Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","2-1-2017","CSR Report 2015",2016,"GRI - G4","http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2016-08-30/600221_20160830_6.pdf",NA,"Undeclared",NA,NA,"Not Used",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"636","Heathrow Airport","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","25-9-2016","Responsible Heathrow Performance Summary 2015",2016,"Non - GRI","http://www.heathrow.com/file_source/Company/Static/PDF/Communityandenvironment/2015-Responsible-Heathrow-Performance-Report.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"637","HNA Group","Large","Aviation","Mainland China","DAC-UMICT","Asia","12-7-2016","CSR Report 2015",2016,"Non - GRI","http://www.hnagroup.com/asset/index/pdf/14677014384493.pdf",NA,NA,NA,NA,NA,NA,NA,"State-owned company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"638","Hong Kong Aircraft Engineering Company (HAECO)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","6-6-2017","2015 Sustainable Development Report",2016,"GRI - G4","http://www.haeco.com/HAECO/media/download/SD/SDReport_2015.pdf","http://www.haeco.com/en/about-haeco/sustainable-development.aspx","In accordance - Core",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","No","Yes","No","No","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Reasonable/ High","No","Yes","No","No",NA,NA,"No",NA,"No","No"
"639","IBERIA AIRLINES OF SPAIN","Large","Aviation","Spain","OECD","Europe","2-2-2017","Informe de Responsabilidad Corporativa 2015",2016,"GRI - G4","https://grupo.iberia.es/content/GrupoIberia/RSC/RSC%20en%20Iberia/Memoria_Completa_castellano.pdf","https://grupo.iberia.es/portal/site/WebCorporativa/menuitem.9f6f76b37fbac6bd5c3bd55cf34e51ca","In accordance - Comprehensive",NA,NA,"Not Applicable",NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"640","Incheon Airport IIAC","Large","Aviation","Korea, Republic of","OECD","Asia","17-4-2017","IIAC Social Responsibility Report 2016",2016,"GRI - G4","http://www.airport.kr/co/ko/file01/SR_2016_eng.pdf","http://www.airport.kr/co/en/1/3/4/index.jsp","In accordance - Core",NA,NA,"Airport Operators",NA,"No","State-owned company","Non-listed","No","Yes","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Limited/ Moderate","Yes","No","No","Yes",NA,NA,"No",NA,"No","Yes"
"641","InterGlobe Aviation Limited","MNE","Aviation","India","DAC-LMICT","Asia","27-3-2017","Aspirations... Airborne! Annual Report 2015-16",2016,"Non - GRI","https://www.goindigo.in/content/dam/goindigo/6e-website/pdf/investor-relation/financial-results/financial-year-2015-16/annual-report/Notice%20and%20Annual%20Report%202015-16.pdf","https://www.goindigo.in/information/investor-relations.html",NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"642","International Airlines Group","MNE","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","9-8-2016","ANNUAL REPORT & ACCOUNTS 2015",2016,"Non - GRI",NA,"http://www.iairgroup.com/phoenix.zhtml?c=240949&p=irol-reportsannual",NA,NA,NA,NA,NA,"Yes","Cooperative","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No",NA
"643","Israel Aerospace Industries Ltd.","MNE","Aviation","Israel","OECD","Asia","6-3-2017","2015 Sustainability Report",2016,"GRI - G4","http://www.iai.co.il/Sip_Storage//FILES/6/42396.pdf",NA,"In accordance - Core",NA,NA,"Not Used",NA,"No","State-owned company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,"Content Index Service","No",NA,"No","No"
"644","ITP (Industria de Turbo Propulsores)","Large","Aviation","Spain","OECD","Europe","4-9-2016","SUSTAINABILITY REPORT ITP 2015",2016,"GRI - G4","http://www.itp.es/web/Memoria/2015/MemoriaITP2015.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"Yes","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"645","Japan Airlines","Large","Aviation","Japan","OECD","Asia","15-9-2017","JAL Report 2016",2016,"GRI - G4","http://www.jal.com/en/csr/report/pdf/index_2016.pdf","http://www.jal.com/en/csr/report/","Undeclared",NA,NA,"Not Applicable","http://www.jal.com/en/csr/gri/","Yes","Private company","Listed","No","Yes","No","No","Yes","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"646","jetBlue","MNE","Aviation","United States of America","OECD","Northern America","6-6-2016","2015 Responsibility Report",2016,"GRI - G4","http://www.jetblue.com/p/JetBlueResponsibilityReport2015.pdf",NA,"Undeclared",NA,NA,"Not Applicable",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,"No",NA,"No","No"
"647","Kaohsiung International Airport (KIA)","SME","Aviation","Taiwan","Non-OECD / Non-DAC","Asia","6-9-2016","2015 Kaohsiung International Airport CSR Report",2016,"GRI - G4",NA,"https://drive.google.com/open?id=0BwJxKCzTa0C6Y0lZX3NZNHkySW8","In accordance - Core",NA,NA,"Airport Operators",NA,"Yes","Public institution","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","Yes","Specified section(s)","Limited/ Moderate","Yes","No","No","No",NA,NA,"No",NA,"No","No"
